message,target
And of course you should make a stink!,0
Gud ni8 dear..slp well..take care..swt dreams..Muah..,0
Why didn't u call on your lunch?,0
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,1
Otherwise had part time job na-tuition..,0
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",1
Tell me they're female :V how're you throwing in? We're deciding what all to get now,0
"Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphexs ;abel,u hav2hear it!c u sn xxxx",0
Great to hear you are settling well. So what's happenin wit ola?,0
Ok lor ü reaching then message me.,0
"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",1
"Ya tel, wats ur problem..",0
Take something for pain. If it moves however to any side in the next 6hrs see a doctor.,0
Dear :-/ why you mood off. I cant drive so i brother to drive,0
Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,0
"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",0
am up to my eyes in philosophy,0
You still at grand prix?,0
"Nah can't help you there, I've never had an iphone",0
How are you with moneY...as in to you...money aint a thing....how are you sha!,0
Carlos says he'll be at mu in  &lt;#&gt;  minutes,0
Oops i thk i dun haf enuff... I go check then tell ü..,0
If he started searching he will get job in few days.he have great potential and talent.,0
That's y i said it's bad dat all e gals know u... Wat u doing now?,0
"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription",1
"Coffee cake, i guess...",0
I cant pick the phone right now. Pls send a message,0
Ok k..sry i knw 2 siva..tats y i askd..,0
"I call you later, don't have network. If urgnt, sms me.",0
"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",0
Kallis is ready for bat in 2nd innings,0
Men like shorter ladies. Gaze up into his eyes.,0
5 nights...We nt staying at port step liao...Too ex,0
For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,0
RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,1
Sure! I am driving but will reach my destination soon.,0
Cheers for the message Zogtorius. Ive been staring at my phone for an age deciding whether to text or not.,0
We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,1
Do you want bold 2 or bb torch,0
I wont get concentration dear you know you are my mind and everything :-),0
Are you comingdown later?,0
"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",1
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",1
"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",0
Ok.,0
Went to pay rent. So i had to go to the bank to authorise the payment.,0
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,1
We not leaving yet. Ok lor then we go elsewhere n eat. U thk...,0
Yes.. now only saw your message..,0
Meet after lunch la...,0
K.:)do it at evening da:)urgent:),0
No messages on her phone. I'm holding it now,0
That is wondarfull song,0
"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",0
will you like to be spoiled? :),0
She.s find. I sent you an offline message to know how anjola's now.,0
WOT U UP 2 J?,0
Oh did you charge camera,0
Should I head straight there or what,0
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",0
Hope you are having a good week. Just checking in,0
"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",0
Ok then u tell me wat time u coming later lor.,0
My sister cleared two round in birla soft yesterday.,0
"Playin space poker, u?",0
Ü all write or wat..,0
Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,0
U reach orchard already? U wan 2 go buy tickets first?,0
Then u go back urself lor...,0
"We're all getting worried over here, derek and taylor have already assumed the worst",0
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,1
"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",0
Where is it. Is there any opening for mca.,0
Do have a nice day today. I love you so dearly.,0
"Jay wants to work out first, how's 4 sound?",0
You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,0
The wine is flowing and i'm i have nevering..,0
Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,1
Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,1
Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,0
Sent me ur email id soon,0
Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? ,0
"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",0
"G says you never answer your texts, confirm/deny",0
"Aight fuck it, I'll get it later",0
Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,0
Good Morning my Dear Shijutta........... Have a great &amp; successful day.,0
U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870,1
Just sleeping..and surfing,0
"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",0
I know you mood off today,0
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",0
Please leave this topic..sorry for telling that..,0
Ok. No wahala. Just remember that a friend in need ...,0
U guys never invite me anywhere :(,0
Jus finish blowing my hair. U finish dinner already?,0
"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",1
"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",0
"Probably not, still going over some stuff here",0
Yes princess! I want to make you happy...,0
Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?,0
"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",0
Hahaha..use your brain dear,0
Ok ill tell the company,0
Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,0
I think its far more than that but find out. Check google maps for a place from your dorm.,0
Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.,0
PS U no ur a grown up now right?,0
Are you willing to go for apps class.,0
Come to mahal bus stop.. &lt;DECIMAL&gt;,0
"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",1
You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,1
Yes princess! I want to catch you with my big strong hands...,0
"Probably, want to pick up more?",0
Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,0
I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?,0
On the way to office da..,0
Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,0
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,1
Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,1
"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each",1
K.:)you are the only girl waiting in reception ah?,0
"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",0
"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",0
First answer my question.,0
I came hostel. I m going to sleep. Plz call me up before class. Hrishi.,0
Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,0
I enjoy watching and playing football and basketball. Anything outdoors. And you?,0
Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,0
Webpage s not available!,0
I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,0
Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,0
"Sorry pa, i dont knw who ru pa?",0
"Same, I'm at my great aunts anniversary party in tarpon springs",0
I will come tomorrow di,0
That's one of the issues but california is okay. No snow so its manageable,0
"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",0
Do u still have plumbers tape and a wrench we could borrow?,0
I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,0
"Yeah, we got one lined up for us",0
How? Izzit still raining?,0
Prakesh is there know.,0
I'm on the bus. Love you,0
LOL what happens in Vegas stays in vegas,0
Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,0
I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,0
"Dude u knw also telugu..thts gud..k, gud nyt..",0
Yes but I don't care cause I know its there!,0
"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",0
I'm also came to room.,0
"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",0
You should get more chicken broth if you want ramen unless there's some I don't know about,0
K. Did you call me just now ah? ,0
She's borderline but yeah whatever.,0
If we win its really no 1 side for long time.,0
Quite late lar... Ard 12 anyway i wun b drivin...,0
Its normally hot mail. Com you see!,0
No:-)i got rumour that you going to buy apartment in chennai:-),0
Y bishan lei... I tot ü say lavender? ,0
No let me do the math. Your not good at it.,0
Esplanade lor. Where else...,0
Lol wtf random. Btw is that your lunch break,0
When you guys planning on coming over?,0
K..k..any special today?,0
"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",1
Actually getting ready to leave the house.,0
"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",0
Just finished eating. Got u a plate. NOT leftovers this time.,0
Wif my family booking tour package.,0
"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",0
What is the plural of the noun research?,0
Are you the cutest girl in the world or what,0
Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp £1.50/msg,1
"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",0
"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",0
Dear good morning how you feeling dear,0
Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,0
Oh thanks a lot..i already bought 2 eggs ..,0
Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,1
"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside..""",0
I went to ur hon lab but no one is there.,0
No. To be nosy I guess. Idk am I over reacting if I'm freaked?,0
No calls..messages..missed calls,0
This single single answers are we fighting? Plus i said am broke and you didnt reply,0
Filthy stories and GIRLS waiting for your,1
How are you doing. How's the queen. Are you going for the royal wedding,0
If you ask her or she say any please message.,0
Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,0
Thanx 4 e brownie it's v nice...,0
Sen told that he is going to join his uncle finance in cbe,0
Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,0
Hi da:)how is the todays class?,0
Goodnight da thangam I really miss u dear.,0
"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",0
Yup no more already... Thanx 4 printing n handing it up.,0
Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...,0
Ill call you evening ill some ideas.,0
Lol ok your forgiven :),0
GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,1
I need you to be in my strong arms...,0
Mine here like all fr china then so noisy.,0
Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,1
Are you going to write ccna exam this week??,0
Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,0
Haha... Hope ü can hear the receipt sound... Gd luck!,0
Lol! Oops sorry! Have fun. ,0
I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?,0
Great! So what attracts you to the brothas?,0
Two teams waiting for some players,0
Can you just come in for a sec? There's somebody here I want you to see,0
Do well :)all will for little time. Thing of good times ahead:,0
"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",0
";-( oh well, c u later",0
I fetch yun or u fetch?,0
Arun can u transfr me d amt,0
Up to ü... Ü wan come then come lor... But i din c any stripes skirt...,0
From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more,1
Anything...,0
Babe ? I lost you ... Will you try rebooting ?,0
I have lost 10 kilos as of today!,0
Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,0
That's my honeymoon outfit. :),0
Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,0
Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,0
What should i eat fo lunch senor,0
"Its good, we'll find a way",0
There is no sense in my foot and penis.,0
They said ü dun haf passport or smth like dat.. Or ü juz send to my email account..  ,0
Haf u eaten? Wat time u wan me 2 come?,0
IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,0
Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,0
Guess he wants alone time. We could just show up and watch when they do..,0
Can. Dunno wat to get 4 her...,0
Same to u...,0
NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,0
"Hey , is * rite u put »10 evey mnth is that all?",0
Please attend the phone:),0
on hen night. Going with a swing,0
"They can try! They can get lost, in fact. Tee hee",0
dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,1
But i'll b going 2 sch on mon. My sis need 2 take smth.,0
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",0
Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? ,0
Send his number and give reply tomorrow morning for why you said that to him like that ok,0
Excellent! Are you ready to moan and scream in ecstasy?,0
"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS",1
Ok... Sweet dreams...,0
Going for dinner.msg you after.,0
SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,1
Just now saw your message.it k da:),0
"Ur balance is now £600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",1
Why she wants to talk to me,0
Then mum's repent how?,0
Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?,0
C movie is juz last minute decision mah. Juz watch 2 lar but i tot ü not interested.,0
K:)eng rocking in ashes:),0
"If e timing can, then i go w u lor...",0
I'm always looking for an excuse to be in the city.,0
"Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her",0
"Nothing much, chillin at home. Any super bowl plan?",0
Super msg da:)nalla timing.,0
Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,0
it to 80488. Your 500 free text messages are valid until 31 December 2005.,1
"Mah b, I'll pick it up tomorrow",0
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,1
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",1
Hey... Why dont we just go watch x men and have lunch... Haha ,0
Shopping lor. Them raining mah hard 2 leave orchard.,0
"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",1
Sorry de i went to shop.,0
Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,0
Well. Balls. Time to make calls,0
You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,1
"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",0
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",0
"Yep, at derek's house now, see you Sunday &lt;3",0
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",0
Still in customer place,0
"THATS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONT WORRY.C U L8TR HUN!LOVE Yaxxx",0
Mm i had my food da from out,0
Nice.nice.how is it working?,0
"U so lousy, run already come back then half dead... Hee...",0
And is there a way you can send shade's stuff to her. And she has been wonderful too.,0
"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",1
Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,0
What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,0
"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",0
"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James.",0
"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.",1
"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",0
"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",0
After the drug she will be able to eat.,0
Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,0
No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.,0
"idc get over here, you are not weaseling your way out of this shit twice in a row",0
Wait 2 min..stand at bus stop,0
Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,0
So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,0
Boy you best get yo ass out here quick,0
"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",0
Yeah it's jus rite...,0
So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,0
"Geeeee ... Your internet is really bad today, eh ?",0
I am in office:)whats the matter..msg me now.i will call you at break:).,0
They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,0
I'm gonna rip out my uterus.,0
You best watch what you say cause I get drunk as a motherfucker,0
He is a womdarfull actor,0
Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,0
"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",1
I tot u reach liao. He said t-shirt.,0
Ok...,0
Am i that much dirty fellow?,0
"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt",0
Jordan got voted out last nite!,0
No need to ke qi... Ü too bored izzit y suddenly thk of this...,0
Then what about further plan?,0
"Aight, I'll ask a few of my roommates",0
Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,0
* Will have two more cartons off u and is very pleased with shelves,0
PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,0
"sry can't talk on phone, with parents",0
I'm working technical support :)voice process.,0
When you came to hostel.,0
Ok...,0
88066 FROM 88066 LOST 3POUND HELP,1
It took Mr owl 3 licks,0
As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,1
May i call You later Pls,0
Is toshiba portege m100 gd?,0
I havent lei.. Next mon can?,0
I.ll post her out l8r. In class,0
Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,0
Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time ,0
Am in gobi arts college,0
"I'm outside islands, head towards hard rock and you'll run into me",0
Hi my email address has changed now it is ,0
"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",0
Beerage?,0
Do we have any spare power supplies,0
He remains a bro amongst bros,0
"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",0
Wat's da model num of ur phone?,0
"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date.",0
I doubt you could handle 5 times per night in any case...,0
1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,0
Ok.,0
"My sister in law, hope you are having a great month. Just saying hey. Abiola",0
I guess it is useless calling u 4 something important.,0
You see the requirements please,0
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1
1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),1
I'm going for bath will msg you next  &lt;#&gt;  min..,0
"It,,s a taxt massage....tie-pos argh ok! Lool!",0
"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",0
"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",1
SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,1
No no. I will check all rooms befor activities,0
What time. I‘m out until prob 3 or so,0
Ranjith cal drpd Deeraj and deepak 5min hold,0
"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)",1
SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,0
Si si. I think ill go make those oreo truffles.,0
Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,0
Thanks for looking out for me. I really appreciate.,0
I want  &lt;#&gt;  rs da:)do you have it?,0
I don't know but I'm raping dudes at poker,0
"YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV",0
WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,1
We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,0
Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...,0
"Yeah, we can probably swing by once my roommate finishes up with his girl",0
Sweet heart how are you?,0
And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,0
Ok. I asked for money how far,0
Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx,0
Got it! It looks scrumptious... daddy wants to eat you all night long!,0
Bought one ringtone and now getting texts costing 3 pound offering more tones etc,1
"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",1
Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,0
Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,1
Apps class varaya elaya.,0
Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,1
Still at west coast... Haiz... Ü'll take forever to come back...,0
Maybe you should find something else to do instead???,0
When are you going to ride your bike?,0
See you there! ,0
You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill,1
I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story),0
"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",0
Tell me pa. How is pain de.,0
Why you keeping me away like this,0
Da is good good player.why he is unsold.,0
HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,0
"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""....",0
"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon....",0
